ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0003767,6604604934,2025-06-29,-2932.24,Internal Transfer,Account Transfer,False
TXN0003210,4129748362,2025-05-26,-16659.48,ACH Debit,VENDOR PAYMENT,False
TXN0000898,2246762873,2025-03-02,-21428.03,ACH Debit,VENDOR PAYMENT,False
TXN0002210,7856377895,2025-04-24,-12086.03,Debit Card,POS PURCHASE,False
TXN0001171,1436188362,2025-02-03,-40976.58,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005368,6773946763,2025-03-20,5796.87,Debit Card,POS PURCHASE,False
TXN0001405,2393311449,2025-05-21,-14019.85,Wire Transfer,Incoming Wire,False
TXN0004549,9232237737,2025-05-29,-25534.72,Wire Transfer,Incoming Wire,False
FEE00115,5388816525,2025-06-01,-6.67,Service Charge,Overdraft Fee,True
TXN0001177,7117790805,2025-01-25,-13054.33,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001278,1286813457,2025-02-19,-35298.12,Wire Transfer,INCOMING WIRE,False
TXN0002318,5138473587,2025-05-01,-36455.81,Wire Transfer,OUTGOING WIRE,False
TXN0005349,3733506590,2025-05-12,-22118.79,Wire Transfer,Incoming Wire,False
TXN0003167,3374003298,2025-06-15,37203.60,Internal Transfer,Account Transfer,False
TXN0000439,5620035584,2025-05-20,-24942.48,Debit Card,POS Purchase,False
TXN0001724,1600516989,2025-02-09,-10661.16,Wire Transfer,Outgoing Wire,False
TXN0000238,6979351724,2025-04-06,7171.33,Check Deposit,Check Deposit,False
TXN0004030,8386475725,2025-01-24,14029.23,ACH Credit,Payroll Deposit,False
TXN0002749,9604882382,2025-04-23,-22722.60,Wire Transfer,Outgoing Wire,False
TXN0004656,4179706099,2025-04-20,-9238.83,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003312,8432434502,2025-01-27,-6408.46,Wire Transfer,Incoming Wire,False
TXN0000907,6204541868,2025-04-16,-23215.03,Wire Transfer,Incoming Wire,False
TXN0003412,5337101382,2025-06-20,-21386.00,Debit Card,POS Purchase,False
TXN0002549,9572851987,2025-02-06,-42539.25,Debit Card,POS Purchase,False
TXN0001029,4220832116,2025-05-09,-38842.63,Wire Transfer,Outgoing Wire,False
TXN0005293,6774420601,2025-04-30,-42469.06,Wire Transfer,Incoming Wire,False
TXN0004879,9687179866,2025-06-03,24083.79,ACH Credit,PAYROLL DEPOSIT,False
TXN0001573,2272614046,2025-02-14,-37504.62,Wire Transfer,INCOMING WIRE,False
TXN0003184,9314583874,2025-04-16,-39100.32,Wire Transfer,Incoming Wire,False
TXN0002633,1121391712,2025-05-29,-10981.12,Wire Transfer,OUTGOING WIRE,False
TXN0004953,3098691668,2025-05-19,-22893.72,Wire Transfer,INCOMING WIRE,False
TXN0004290,6976366123,2025-05-26,-35836.70,Internal Transfer,Account Transfer,False
TXN0001246,9067927065,2025-01-11,-42047.24,Wire Transfer,Outgoing Wire,False
TXN0000525,5485544363,2025-05-10,44906.16,ACH Credit,PAYROLL DEPOSIT,False
TXN0003893,1586632002,2025-06-19,-35809.57,ACH Debit,VENDOR PAYMENT,False
TXN0000792,1003239853,2025-02-27,-21684.45,ACH Debit,Vendor Payment,False
TXN0004749,3645650238,2025-03-31,-36558.05,ACH Debit,Vendor Payment,False
TXN0004324,8555925357,2025-01-19,16002.96,Check Deposit,Check Deposit,False
TXN0002155,7220986361,2025-05-20,-24659.63,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001287,6894988964,2025-05-28,-23940.78,Wire Transfer,Outgoing Wire,False
TXN0002102,4706508305,2025-06-22,-23666.75,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005151,4948263474,2025-01-01,-10429.34,Wire Transfer,Incoming Wire,False
TXN0000153,6040733291,2025-02-09,-506.55,ACH Debit,VENDOR PAYMENT,False
TXN0001266,6736311262,2025-06-01,-38102.26,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002746,8528074792,2025-06-10,39892.26,ACH Credit,Payroll Deposit,False
TXN0004987,3793976761,2025-02-25,-23222.29,Wire Transfer,Incoming Wire,False
TXN0001861,4729558349,2025-04-21,-5981.77,Debit Card,POS Purchase,False
TXN0003366,9369949082,2025-04-15,-25669.60,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001291,7873213922,2025-02-24,-9362.26,ACH Debit,Vendor Payment,False
TXN0002947,8413569035,2025-06-14,-2835.10,Debit Card,POS PURCHASE,False
TXN0000306,2787857634,2025-01-07,12772.08,ACH Credit,Payroll Deposit,False
TXN0003054,1440064977,2025-06-29,42208.78,Check Deposit,Check Deposit,False
TXN0003990,7425026344,2025-01-29,-5879.54,Wire Transfer,Incoming Wire,False
TXN0001166,4280326134,2025-06-05,22276.66,Check Deposit,Check Deposit,False
TXN0004817,3028208186,2025-01-15,38212.33,Check Deposit,Check Deposit,False
TXN0001026,4438819275,2025-05-10,23797.21,ACH Credit,Payroll Deposit,False
TXN0004544,3061921459,2025-02-07,22490.28,ACH Credit,Payroll Deposit,False
TXN0003176,1093476379,2025-05-04,11675.40,Internal Transfer,Account Transfer,False
TXN0003034,5732915287,2025-04-08,18157.78,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001518,8308440721,2025-03-27,-14918.88,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004942,6623402012,2025-04-20,-7581.27,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005044,6467971736,2025-03-22,13766.78,Check Deposit,Check Deposit,False
TXN0005487,6644275699,2025-01-04,-22350.56,ATM Withdrawal,ATM Cash Withdrawal,False
FEE00103,2516288025,2025-03-13,-44.46,Service Charge,Monthly Maintenance Fee,True
TXN0004067,3384443738,2025-05-08,-33050.33,Internal Transfer,Account Transfer,False
TXN0002406,1602891524,2025-04-11,-23127.50,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000362,8665843329,2025-02-15,18545.66,Check Deposit,Check Deposit,False
TXN0004772,3416384126,2025-04-20,-26191.87,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000740,6875475089,2025-04-29,13563.18,ACH Credit,Payroll Deposit,False
TXN0001419,7933294020,2025-05-10,34123.80,Check Deposit,CHECK DEPOSIT,False
TXN0000159,2727827825,2025-02-27,3868.69,Check Deposit,CHECK DEPOSIT,False
TXN0005890,7546642420,2025-06-15,-44110.48,Debit Card,POS Purchase,False
TXN0005054,8856800078,2025-06-11,-33026.03,Debit Card,POS PURCHASE,False
TXN0003187,1528194245,2025-01-19,15223.95,Internal Transfer,Account Transfer,False
TXN0003454,4361001622,2025-02-21,-32517.92,Wire Transfer,OUTGOING WIRE,False
TXN0004731,8265270196,2025-06-01,-20698.53,ACH Debit,Vendor Payment,False
TXN0000373,2185967890,2025-02-22,-33560.67,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0002835,4382231169,2025-04-03,32834.85,ACH Credit,Payroll Deposit,False
TXN0004829,5881916593,2025-02-16,25003.78,Check Deposit,Check Deposit,False
TXN0003962,6989102828,2025-05-24,35345.74,Check Deposit,Check Deposit,False
TXN0002959,2843543200,2025-04-14,-34475.74,Wire Transfer,Outgoing Wire,False
TXN0005043,5897435636,2025-01-14,-27539.50,Internal Transfer,Account Transfer,False
TXN0000345,5089500205,2025-03-27,-10151.82,ACH Debit,Vendor Payment,False
TXN0002049,2017840269,2025-03-02,23793.58,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004314,4975715352,2025-03-06,-15675.03,Wire Transfer,OUTGOING WIRE,False
TXN0003644,7645322026,2025-02-07,-10424.13,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003550,1175321974,2025-01-13,-35842.85,Wire Transfer,Outgoing Wire,False
TXN0002561,5828217560,2025-01-13,-5121.89,ACH Debit,Vendor Payment,False
TXN0005791,6335936321,2025-04-17,-32818.46,Wire Transfer,OUTGOING WIRE,False
TXN0003903,4297353127,2025-01-10,-20938.29,Wire Transfer,Incoming Wire,False
TXN0002704,3648011128,2025-03-05,-23352.32,Internal Transfer,ACCOUNT TRANSFER,False
FEE00010,7630219447,2025-01-15,-22.19,Service Charge,NSF Fee,True
TXN0005328,3744098914,2025-02-17,-31566.92,Internal Transfer,Account Transfer,False
TXN0001447,5494850506,2025-03-23,-35801.50,Wire Transfer,INCOMING WIRE,False
TXN0005414,2249278689,2025-03-24,15856.00,Check Deposit,Check Deposit,False
TXN0005914,9796947823,2025-01-17,26478.18,Check Deposit,Check Deposit,False
TXN0005218,1861157683,2025-05-22,-479.94,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000710,8085151554,2025-02-05,-28766.26,ACH Debit,Vendor Payment,False
TXN0005203,6182606333,2025-03-20,-12819.43,Wire Transfer,OUTGOING WIRE,False
TXN0001594,8423811407,2025-07-02,-7960.24,Wire Transfer,Incoming Wire,False
TXN0003083,6919926079,2025-04-30,-15345.41,Wire Transfer,Outgoing Wire,False
TXN0002082,3056518880,2025-01-08,5017.44,Check Deposit,Check Deposit,False
TXN0001904,2011211263,2025-04-19,3295.72,ACH Credit,PAYROLL DEPOSIT,False
TXN0003335,9657710435,2025-06-03,-11882.45,ACH Debit,Vendor Payment,False
TXN0004756,4005463955,2025-05-31,-40945.27,Debit Card,POS Purchase,False
TXN0004232,3887164959,2025-02-09,-24302.25,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000176,4410479879,2025-01-23,41997.93,Internal Transfer,Account Transfer,False
TXN0005410,6105839546,2025-05-13,-14606.78,Wire Transfer,Incoming Wire,False
TXN0004195,2808145804,2025-03-22,16195.23,ACH Credit,Payroll Deposit,False
TXN0000094,3283551461,2025-06-21,-19614.71,Wire Transfer,Outgoing Wire,False
TXN0005944,3594365245,2025-02-02,-8882.52,Wire Transfer,INCOMING WIRE,False
TXN0004888,8651007495,2025-04-21,-1190.89,Debit Card,POS Purchase,False
TXN0005305,7512029260,2025-05-27,24983.15,Check Deposit,Check Deposit,False
TXN0004929,6680284851,2025-06-13,-44964.28,Internal Transfer,Account Transfer,False
TXN0004833,6449128886,2025-06-19,-28878.03,Wire Transfer,INCOMING WIRE,False
TXN0000834,4303619170,2025-05-24,-11845.54,Wire Transfer,Outgoing Wire,False
TXN0005025,2371610703,2025-06-17,38160.85,ACH Debit,Vendor Payment,False
TXN0004284,9818856508,2025-03-09,-33617.70,Wire Transfer,Outgoing Wire,False
TXN0001694,8815480150,2025-04-03,-29881.23,Wire Transfer,Incoming Wire,False
TXN0002636,4616119068,2025-03-21,-43790.75,Debit Card,POS PURCHASE,False
TXN0002343,9807162561,2025-05-14,44354.44,Check Deposit,Check Deposit,False
TXN0002111,9611144139,2025-05-16,-9939.02,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0005453,9639883333,2025-04-27,20605.63,Internal Transfer,Account Transfer,False
TXN0005285,4950711461,2025-06-25,-40379.89,Internal Transfer,Account Transfer,False
TXN0000217,8986623105,2025-03-25,-16320.07,Wire Transfer,Incoming Wire,False
TXN0002448,3289794141,2025-04-26,-8976.21,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004488,4416182406,2025-03-09,-23173.76,ACH Debit,VENDOR PAYMENT,False
TXN0004125,3178670398,2025-02-25,24529.88,Internal Transfer,Account Transfer,False
TXN0000669,1936698441,2025-05-24,-13071.56,Wire Transfer,INCOMING WIRE,False
TXN0005254,5820043854,2025-01-20,41539.79,Check Deposit,Check Deposit,False
TXN0000364,3862031352,2025-02-06,41743.56,Check Deposit,CHECK DEPOSIT,False
TXN0003008,3131605207,2025-02-14,-24472.41,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004332,9965095972,2025-04-23,36949.60,Check Deposit,CHECK DEPOSIT,False
FEE00096,6799040880,2025-05-06,-44.38,Service Charge,Wire Fee,True
TXN0002911,6950149144,2025-04-26,-8486.38,Debit Card,POS Purchase,False
TXN0003821,9177131365,2025-06-05,-44187.48,Internal Transfer,Account Transfer,False
TXN0000462,7558344534,2025-05-29,-43605.26,ACH Debit,VENDOR PAYMENT,False
TXN0005150,3163799883,2025-05-30,34578.50,ACH Credit,Payroll Deposit,False
TXN0004531,5799726034,2025-05-08,-26143.06,Wire Transfer,Outgoing Wire,False
TXN0001662,3416491807,2025-05-22,15392.96,ACH Credit,Payroll Deposit,False
TXN0002231,6264709279,2025-03-07,7388.04,Internal Transfer,Account Transfer,False
TXN0003540,5208384116,2025-06-27,30273.67,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004356,6841410573,2025-04-20,-35353.84,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004742,1154978177,2025-01-17,-38092.93,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005826,9499610196,2025-06-21,-19556.68,Debit Card,POS Purchase,False
TXN0005049,4851518260,2025-01-27,-24893.66,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003011,4551063203,2025-03-02,-4315.48,Wire Transfer,INCOMING WIRE,False
FEE00056,4703501337,2025-04-14,-52.29,Service Charge,Monthly Maintenance Fee,True
TXN0004240,8994072472,2025-04-12,-35223.28,Wire Transfer,Incoming Wire,False
TXN0002067,9155995589,2025-01-18,43359.94,Check Deposit,Check Deposit,False
TXN0005733,9408538702,2025-04-28,44336.08,Check Deposit,Check Deposit,False
TXN0005307,6938200491,2025-04-09,-22204.76,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004959,4594991701,2025-01-14,9057.19,ACH Credit,PAYROLL DEPOSIT,False
TXN0003157,1586966007,2025-06-08,-17181.49,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002488,4763024059,2025-06-12,25997.73,Check Deposit,CHECK DEPOSIT,False
TXN0003680,7854429500,2025-04-03,7842.29,Check Deposit,Check Deposit,False
TXN0002297,5852155116,2025-03-09,-22020.18,Wire Transfer,Outgoing Wire,False
TXN0003469,8402412474,2025-02-01,-35737.48,Debit Card,POS PURCHASE,False
TXN0005870,5559899127,2025-06-06,-32963.88,ACH Debit,VENDOR PAYMENT,False
TXN0000211,7127363129,2025-04-12,-9960.14,ACH Debit,Vendor Payment,False
TXN0002395,7949896941,2025-05-10,21969.70,ACH Credit,Payroll Deposit,False
TXN0003036,2781870366,2025-03-04,-17146.29,ACH Debit,Vendor Payment,False
TXN0004592,5713654951,2025-04-19,-36862.52,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003218,2307530238,2025-04-25,-16516.77,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005300,2841264555,2025-05-16,-1412.74,Wire Transfer,INCOMING WIRE,False
TXN0002503,5029278097,2025-05-24,-34846.60,Wire Transfer,Outgoing Wire,False
TXN0002792,1689059845,2025-01-16,-35914.77,Wire Transfer,Outgoing Wire,False
TXN0005215,8681760165,2025-02-13,7748.15,ACH Credit,Payroll Deposit,False
TXN0005793,8266546548,2025-05-30,-26403.44,ACH Debit,Vendor Payment,False
TXN0002667,6483165391,2025-04-14,36799.87,ACH Credit,PAYROLL DEPOSIT,False
TXN0001277,2756037922,2025-06-07,-2659.58,ACH Debit,Vendor Payment,False
TXN0001168,6846197101,2025-03-26,-16876.88,ACH Debit,Vendor Payment,False
TXN0003732,1785959804,2025-03-12,21599.77,Check Deposit,Check Deposit,False
TXN0002116,2263115278,2025-01-30,-28360.76,Debit Card,POS PURCHASE,False
TXN0003049,7375704879,2025-05-22,-26031.06,Wire Transfer,Incoming Wire,False
TXN0005127,5620152543,2025-04-26,6416.12,ACH Credit,Payroll Deposit,False
TXN0000365,4144491168,2025-03-18,8279.67,ACH Credit,Payroll Deposit,False
TXN0001876,5133926285,2025-05-21,-35100.90,Wire Transfer,OUTGOING WIRE,False
TXN0003406,6009533356,2025-04-30,-38075.48,Internal Transfer,Account Transfer,False
TXN0001430,1257546801,2025-02-11,30359.49,Internal Transfer,Account Transfer,False
TXN0001015,7649411009,2025-01-10,-18642.51,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005276,6387217713,2025-06-24,-18390.50,Debit Card,POS Purchase,False
TXN0005915,6095713586,2025-01-06,-28346.04,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001313,7651020216,2025-02-11,-26963.82,Debit Card,POS PURCHASE,False
TXN0002872,9207899416,2025-04-08,-35591.07,ACH Debit,Vendor Payment,False
TXN0000550,5598218706,2025-06-06,-8444.15,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001743,7730545835,2025-05-15,-21016.81,Wire Transfer,Incoming Wire,False
TXN0002762,3948592007,2025-04-09,-1669.44,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0004701,9537641506,2025-06-08,-15901.94,Wire Transfer,INCOMING WIRE,False
TXN0003946,5398396324,2025-04-28,-18329.49,Wire Transfer,Incoming Wire,False
TXN0001438,8699903430,2025-01-29,15610.77,ACH Credit,Payroll Deposit,False
TXN0000694,9053495128,2025-04-07,-17632.94,ACH Debit,Vendor Payment,False
TXN0000189,2468956225,2025-03-08,-1893.46,Wire Transfer,OUTGOING WIRE,False
TXN0000567,9476501229,2025-05-30,41975.53,Check Deposit,Check Deposit,False
TXN0001169,5142760635,2025-06-05,-21010.13,ACH Debit,VENDOR PAYMENT,False
TXN0002676,5646138143,2025-03-18,28220.02,ACH Credit,Payroll Deposit,False
TXN0004079,8740156259,2025-01-20,-36111.41,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004711,5980660500,2025-03-07,-5601.13,ACH Debit,VENDOR PAYMENT,False
TXN0000852,5541336950,2025-04-24,-408.53,ACH Debit,Vendor Payment,False
TXN0000269,1622934890,2025-01-09,25327.87,ACH Credit,Payroll Deposit,False
TXN0005857,6592164352,2025-01-14,-26654.41,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005128,1405017968,2025-06-13,-41740.98,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004761,4761907381,2025-03-13,-10521.53,ACH Debit,VENDOR PAYMENT,False
TXN0003116,8247304716,2025-02-01,-43507.09,Wire Transfer,OUTGOING WIRE,False
TXN0001806,3994404752,2025-02-12,41394.31,ACH Credit,PAYROLL DEPOSIT,False
TXN0000894,1866452875,2025-01-24,-11398.97,Internal Transfer,Account Transfer,False
TXN0005580,2258290284,2025-02-14,-35568.98,Internal Transfer,Account Transfer,False
TXN0005559,8822212146,2025-01-31,-34629.02,Internal Transfer,Account Transfer,False
TXN0000749,5704454235,2025-02-10,4813.62,Check Deposit,CHECK DEPOSIT,False
TXN0004420,5545856677,2025-02-02,-38425.06,Wire Transfer,OUTGOING WIRE,False
TXN0002665,9805516486,2025-02-08,-33524.52,Debit Card,POS Purchase,False
TXN0005303,7253609093,2025-04-13,-25846.82,Wire Transfer,OUTGOING WIRE,False
TXN0004876,9438035646,2025-04-26,-38357.37,Internal Transfer,Account Transfer,False
TXN0001634,6540728631,2025-03-09,-7069.79,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004874,4408949045,2025-06-07,-7396.70,Wire Transfer,OUTGOING WIRE,False
TXN0000386,4084106586,2025-01-11,22404.58,Check Deposit,Check Deposit,False
TXN0000870,8240539220,2025-04-16,-17467.31,Wire Transfer,OUTGOING WIRE,False
TXN0001170,6461027899,2025-06-06,-41556.30,Debit Card,POS PURCHASE,False
TXN0001896,2013837675,2025-05-16,-31271.13,Wire Transfer,Outgoing Wire,False
TXN0002402,2584761890,2025-04-16,-14000.45,ACH Debit,Vendor Payment,False
FEE00059,4105413625,2025-03-30,-16.59,Service Charge,NSF Fee,True
TXN0001218,9508079818,2025-02-11,-25249.79,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001197,4043699098,2025-01-18,768.92,Check Deposit,Check Deposit,False
TXN0001128,1998812303,2025-03-18,10025.62,ACH Credit,Payroll Deposit,False
TXN0003027,1379948232,2025-02-20,-1504.45,Internal Transfer,Account Transfer,False
TXN0005578,4233993754,2025-04-21,7856.55,Wire Transfer,Outgoing Wire,False
TXN0002051,8860647395,2025-06-09,-11284.48,ACH Debit,Vendor Payment,False
TXN0003439,8881398742,2025-04-03,-5585.07,Wire Transfer,Outgoing Wire,False
TXN0002720,6699689696,2025-02-24,-39251.67,Wire Transfer,Outgoing Wire,False
TXN0000553,9517960238,2025-02-09,-380.12,Internal Transfer,ACCOUNT TRANSFER,False
TXN0000429,5562935917,2025-01-19,-18636.80,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001059,7589465283,2025-01-09,-10866.15,Wire Transfer,Incoming Wire,False
TXN0003966,4061499961,2025-06-09,35922.75,Internal Transfer,Account Transfer,False
TXN0002334,5025292712,2025-03-11,5669.73,ACH Credit,Payroll Deposit,False
TXN0005318,2125961997,2025-01-27,-30533.44,Wire Transfer,Outgoing Wire,False
TXN0002146,8652406636,2025-02-18,-20702.10,Debit Card,POS Purchase,False
TXN0002501,7338938624,2025-04-23,-17622.81,Internal Transfer,Account Transfer,False
TXN0001520,8322650994,2025-04-12,2921.80,ACH Credit,Payroll Deposit,False
TXN0005962,4770994956,2025-01-11,-34785.21,Wire Transfer,Outgoing Wire,False
TXN0001094,5571517186,2025-06-22,-35801.30,ACH Debit,VENDOR PAYMENT,False
TXN0005339,1024018840,2025-01-28,29309.94,ACH Credit,Payroll Deposit,False
TXN0001632,7339581358,2025-04-06,31978.79,Internal Transfer,Account Transfer,False
TXN0004781,4830498794,2025-04-13,2217.77,Check Deposit,CHECK DEPOSIT,False
TXN0001592,6181296743,2025-05-09,22796.00,Check Deposit,Check Deposit,False
TXN0002537,9692777654,2025-01-27,5878.06,Check Deposit,Check Deposit,False
TXN0001668,7029078369,2025-04-27,-5016.09,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0003031,5193885207,2025-04-29,-28185.66,ACH Debit,VENDOR PAYMENT,False
TXN0000552,9813617999,2025-03-25,40907.44,ACH Credit,PAYROLL DEPOSIT,False
TXN0005461,1685146748,2025-05-09,30887.74,Internal Transfer,Account Transfer,False
TXN0003577,6483401968,2025-06-17,27103.72,Internal Transfer,Account Transfer,False
TXN0003458,1825165927,2025-01-23,-399.90,Wire Transfer,Incoming Wire,False
TXN0001729,2161119457,2025-04-24,-23369.34,Wire Transfer,Incoming Wire,False
TXN0004075,8647718552,2025-02-04,-35846.89,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000764,1549010529,2025-04-28,-7658.91,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002201,7889316033,2025-05-22,-16574.04,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002915,6556361211,2025-03-06,-44927.98,Debit Card,POS Purchase,False
TXN0000351,9218771484,2025-04-28,7604.89,Internal Transfer,Account Transfer,False
TXN0001601,6898644020,2025-05-13,-37133.53,ACH Debit,Vendor Payment,False
TXN0001734,6032254145,2025-02-08,-30000.69,Internal Transfer,Account Transfer,False
