RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0001007, 112-578-6469 ,15-Apr-2025,"($2,277.07)",Wire Transfer,OUTGOING WIRE
TXN0000565, 856-202-5571 ,14-Feb-2025,"$34,121.22",Check Deposit,Check Deposit
 TXN0005601,480-326-1774,27-Feb-2025,"($9,533.61)",Wire Transfer,OUTGOING WIRE
txn0005961,726-347-1295,02/24/2025,"($4,694.33)",Wire Transfer,Outgoing Wire
TXN0002007,167-074-2004,04-Jun-2025,"$15,447.97",ACH Credit,Payroll Deposit
TXN0003964,879-943-6886,14-Jan-2025,"($19,137.61)",Debit Card,POS Purchase
TXN0004782,934-736-7040,24-Jan-2025,"($16,526.59)",Debit Card,POS PURCHASE
TXN0001356, 650-001-2282 ,15-Mar-2025,"($38,207.88)",Internal Transfer,Account Transfer
TXN0000968,709-206-0693,05/14/2025,"($44,802.07)",ACH Debit,VENDOR PAYMENT
TXN0002258,648-707-0831,04/27/2025,"($17,968.63)",Wire Transfer,Incoming Wire
 TXN0004212,175-906-7482,06/24/2025,"($34,308.24)",Internal Transfer,Account Transfer
TXN0001591,857-754-8746,01-Feb-2025,"$27,998.53",Check Deposit,Check Deposit
TXN0000033,467-977-4297,22-Mar-2025,"$40,622.92",Wire Transfer,INCOMING WIRE
 TXN0005671,859-208-3258,01/04/2025,"($23,946.22)",Wire Transfer,Outgoing Wire
 TXN0004443, 353-016-9365 ,04-Jun-2025,"$24,955.95",Check Deposit,Check Deposit
TXN0004452, 369-130-7563 ,02/28/2025,"($6,762.66)",Wire Transfer,Incoming Wire
TXN0005810,876-870-4459,20-Jun-2025,"($15,193.96)",ACH Debit,Vendor Payment
 TXN0002185,160-665-4842,04/24/2025,"($42,977.61)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005575,563-967-6330,31-May-2025,"$23,489.47",ACH Credit,Payroll Deposit
TXN0005492,464-472-3877,01/02/2025,"($4,915.46)",Debit Card,POS Purchase
TXN0000451,277-483-0523,04-Jan-2025,"($20,109.81)",ACH Debit,Vendor Payment
TXN0000334,331-153-7663,01/27/2025,"($11,189.21)",ATM Withdrawal,ATM Cash Withdrawal
FEE00049,165-259-9499,15-Mar-2025,($47.92),Service Charge,NSF Fee
TXN0005639, 728-264-9435 ,05/21/2025,"($7,677.95)",Debit Card,POS Purchase
TXN0004368,829-570-7221,12-Mar-2025,"($12,189.74)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002452,822-000-8576,20-May-2025,"$12,443.23",Check Deposit,Check Deposit
TXN0005549,358-509-0703,05/30/2025,"$15,849.12",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005641,435-415-4579,24-Jun-2025,($694.65),Wire Transfer,Outgoing Wire
 TXN0002992, 749-881-9574 ,05/08/2025,"($10,691.63)",Wire Transfer,Incoming Wire
TXN0000285,716-373-1992,04/07/2025,"$34,262.20",ACH Credit,PAYROLL DEPOSIT
TXN0000605,479-956-3192,11-Jan-2025,"($24,217.32)",Debit Card,POS Purchase
TXN0004821,914-469-1814,26-Apr-2025,"$18,143.37",ACH Credit,PAYROLL DEPOSIT
TXN0005418, 288-876-4120 ,08-Apr-2025,"$7,052.84",ACH Credit,Payroll Deposit
txn0001512,996-018-8015,14-Jan-2025,"$23,626.32",Check Deposit,CHECK DEPOSIT
 TXN0003131,667-569-6542,27-Jun-2025,"($20,536.49)",Wire Transfer,Incoming Wire
TXN0003519,955-292-5212,01-Mar-2025,"($23,844.85)",Wire Transfer,OUTGOING WIRE
TXN0004646,533-321-0271,04/25/2025,$773.57,ACH Credit,Payroll Deposit
TXN0004626,119-791-6094,03/29/2025,"$20,099.85",ACH Credit,PAYROLL DEPOSIT
TXN0001706,316-875-6002,02/15/2025,"($13,976.54)",Wire Transfer,Incoming Wire
TXN0003277,321-327-7314,21-Mar-2025,"$6,516.40",Debit Card,POS PURCHASE
txn0001636,193-231-4469,22-Jun-2025,"($17,552.34)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001230,508-880-0185,29-Jan-2025,"$22,076.20",Wire Transfer,Outgoing Wire
FEE00007,438-403-8069,15-Jan-2025,($16.18),Service Charge,NSF Fee
TXN0005957,122-468-6237,04/14/2025,"($36,115.42)",Wire Transfer,OUTGOING WIRE
TXN0004609,465-868-4693,05-Apr-2025,"($19,579.73)",Wire Transfer,Incoming Wire
txn0004380,507-050-1731,15-Jun-2025,"$43,391.84",Internal Transfer,ACCOUNT TRANSFER
 txn0005062,471-676-7061,06/13/2025,"($5,630.72)",Debit Card,POS PURCHASE
TXN0000503, 116-469-4217 ,01/20/2025,"$12,031.16",Check Deposit,Check Deposit
TXN0003468,411-511-0384,02/25/2025,"($19,150.21)",ACH Debit,Vendor Payment
 TXN0004548,261-871-4059,14-Jun-2025,($732.42),ATM Withdrawal,ATM Cash Withdrawal
TXN0005859,360-837-7662,06/15/2025,"($7,601.75)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001030,848-141-8297,06/07/2025,"($17,374.25)",ACH Debit,VENDOR PAYMENT
TXN0004536,892-759-4725,09-Feb-2025,"($14,660.50)",ACH Debit,Vendor Payment
txn0001523,439-836-3186,05/21/2025,"($41,966.98)",Debit Card,POS Purchase
txn0000333,114-938-3702,09-Mar-2025,"($1,350.18)",ACH Debit,Vendor Payment
TXN0002293,713-680-1114,04/20/2025,"$33,550.99",Check Deposit,Check Deposit
 TXN0004019,572-783-8413,07-Jan-2025,"($40,351.13)",Wire Transfer,Incoming Wire
 TXN0003348,379-072-7054,15-Feb-2025,"($2,599.25)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000953,207-856-2829,03/28/2025,"($36,312.23)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005967,447-504-8554,30-Mar-2025,"($5,104.27)",ACH Debit,VENDOR PAYMENT
txn0000612,169-106-4227,03/24/2025,"$16,945.19",Wire Transfer,Outgoing Wire
TXN0004112,765-130-6889,02/23/2025,"$11,308.90",Internal Transfer,ACCOUNT TRANSFER
TXN0003048,667-246-8023,22-May-2025,"($10,539.68)",Wire Transfer,Outgoing Wire
TXN0005616, 825-591-5749 ,03/08/2025,"$9,225.86",ACH Credit,PAYROLL DEPOSIT
TXN0000059,726-665-8364,22-Jun-2025,"($43,573.01)",Debit Card,POS Purchase
TXN0002887,528-500-4867,20-Feb-2025,"($42,093.86)",ACH Debit,Vendor Payment
TXN0003590,758-288-6849,27-Apr-2025,"($44,140.67)",ACH Debit,Vendor Payment
txn0005725,215-338-8918,03-May-2025,"($40,979.04)",Debit Card,POS Purchase
TXN0005528,868-334-7741,26-May-2025,"$27,480.04",Check Deposit,Check Deposit
TXN0001349,399-110-0419,06/25/2025,"$19,775.91",ACH Credit,Payroll Deposit
TXN0001936,960-738-6023,01/08/2025,"($38,399.10)",Internal Transfer,Account Transfer
TXN0005114,693-810-4675,25-Apr-2025,($801.61),Wire Transfer,OUTGOING WIRE
TXN0000261,724-185-6502,13-May-2025,"$14,354.41",Internal Transfer,Account Transfer
TXN0002668,391-440-2434,24-Jun-2025,"$2,342.83",Wire Transfer,INCOMING WIRE
TXN0005023,871-160-0629,06/08/2025,"($41,254.45)",Wire Transfer,Outgoing Wire
 txn0002178,965-331-1576,29-Jun-2025,"($44,880.63)",Debit Card,POS PURCHASE
TXN0002219,122-162-4687,14-Feb-2025,"($32,415.80)",Internal Transfer,Account Transfer
 txn0002827,601-109-4089,28-Apr-2025,"($18,250.30)",Wire Transfer,Incoming Wire
TXN0004106,108-167-9144,27-Jun-2025,"($35,347.34)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003705, 361-888-6386 ,17-Mar-2025,"($35,905.65)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002874,333-389-9589,03/18/2025,"($40,178.30)",ACH Debit,Vendor Payment
TXN0001878,568-909-1972,16-Jan-2025,"$39,749.05",ACH Credit,PAYROLL DEPOSIT
TXN0002482,204-281-7325,06/02/2025,"$24,224.22",ACH Credit,Payroll Deposit
TXN0001770,685-169-5312,03/26/2025,"($18,526.17)",Debit Card,POS Purchase
txn0005222,339-083-9246,04/23/2025,"($17,914.01)",ACH Debit,VENDOR PAYMENT
TXN0001832,247-247-8553,31-May-2025,"$17,908.01",Check Deposit,Check Deposit
TXN0001465,903-828-9167,01/22/2025,"$29,874.23",Internal Transfer,ACCOUNT TRANSFER
txn0002615,239-524-9160,11-Jun-2025,"$24,304.92",Check Deposit,Check Deposit
TXN0002916,281-608-8392,03-Jan-2025,"($19,852.79)",ACH Debit,Vendor Payment
TXN0002457,755-208-6718,17-Apr-2025,"$32,997.16",ACH Credit,Payroll Deposit
TXN0002825,658-243-6739,02/17/2025,"$12,398.44",Check Deposit,CHECK DEPOSIT
TXN0002445,801-637-4946,04/04/2025,"($37,978.42)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002752,126-628-5447,02/21/2025,"$4,124.97",Check Deposit,Check Deposit
 TXN0001631,275-399-5183,08-Feb-2025,"$21,153.62",ACH Credit,Payroll Deposit
TXN0004329,822-137-0085,02/27/2025,"($29,725.28)",Internal Transfer,Account Transfer
TXN0003130,999-375-8752,08-Feb-2025,"$10,055.66",Internal Transfer,Account Transfer
txn0003815,933-389-1738,02/22/2025,"$30,042.13",Check Deposit,Check Deposit
TXN0000032,906-909-0607,05/16/2025,"$28,494.47",ACH Credit,Payroll Deposit
TXN0001844,805-476-7899,26-Mar-2025,"($44,146.53)",Wire Transfer,Incoming Wire
TXN0005405,297-215-2564,01-Jun-2025,"($39,112.35)",ACH Debit,VENDOR PAYMENT
TXN0004639,534-329-4927,06-Apr-2025,"($15,233.35)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002190,131-542-1285,05/28/2025,"($5,528.69)",Internal Transfer,Account Transfer
TXN0004353, 579-311-6289 ,04/07/2025,"($23,796.33)",Debit Card,POS Purchase
 TXN0003996,240-546-9192,14-Feb-2025,"($5,659.38)",Debit Card,POS Purchase
 TXN0001526,579-798-8249,06/27/2025,"$38,656.76",Wire Transfer,INCOMING WIRE
 TXN0001935,385-073-6355,12-Feb-2025,"($40,429.16)",ACH Debit,Vendor Payment
 txn0004147,640-516-6068,28-Apr-2025,"($38,354.27)",Wire Transfer,Outgoing Wire
TXN0000908,192-713-8391,02-Apr-2025,"$43,309.58",Check Deposit,Check Deposit
TXN0001785,401-637-1339,05/12/2025,"($9,778.82)",Wire Transfer,INCOMING WIRE
TXN0003798,586-391-8588,08-Apr-2025,"($27,739.26)",Internal Transfer,Account Transfer
txn0004533,783-917-2023,05/30/2025,"($24,551.56)",Wire Transfer,Outgoing Wire
TXN0001639,857-879-7212,21-Jan-2025,"$13,589.41",Check Deposit,Check Deposit
txn0004518,581-578-4661,03-May-2025,"($38,812.95)",Wire Transfer,Outgoing Wire
TXN0001068,725-490-6394,05/25/2025,"($37,257.61)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002938,357-024-4019,11-Jan-2025,"($5,019.57)",Internal Transfer,Account Transfer
TXN0002641,978-260-4101,29-Apr-2025,"($10,137.61)",Debit Card,POS Purchase
TXN0001765,323-084-2132,04/19/2025,"($37,810.29)",Wire Transfer,Outgoing Wire
TXN0002651,737-139-2746,15-May-2025,"($38,983.43)",ATM Withdrawal,ATM CASH WITHDRAWAL
txn0005816,303-891-0591,17-Feb-2025,"($18,071.98)",Debit Card,POS Purchase
 txn0001458,620-248-4861,29-May-2025,"$33,304.92",ATM Withdrawal,ATM Cash Withdrawal
TXN0000102,462-086-2501,04/18/2025,"($2,240.01)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005053,858-684-3046,25-Feb-2025,"($41,213.63)",Wire Transfer,Incoming Wire
txn0002811,407-150-2023,04/25/2025,"$20,218.72",Check Deposit,Check Deposit
TXN0001805,890-741-4814,03/26/2025,"$42,840.15",Check Deposit,Check Deposit
TXN0000469, 654-803-5525 ,04-Jun-2025,"($39,744.73)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004640,141-039-9302,02/16/2025,"($28,084.04)",Internal Transfer,ACCOUNT TRANSFER
TXN0005068,724-927-1224,05/02/2025,"($20,231.11)",Debit Card,POS Purchase
txn0002469,749-868-9268,04/15/2025,"($12,762.69)",Wire Transfer,Incoming Wire
TXN0000889,928-324-5214,06/24/2025,"($10,391.64)",Debit Card,POS PURCHASE
txn0002068,158-771-1093,06/25/2025,"($12,287.86)",ACH Debit,Vendor Payment
TXN0003353,705-701-9371,03/23/2025,"($12,407.70)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000776,151-518-6730,01/04/2025,"($12,485.78)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001837,343-438-0721,26-May-2025,"$23,022.75",ACH Credit,PAYROLL DEPOSIT
TXN0002694,228-355-9706,18-Feb-2025,"($2,956.45)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002588,532-557-5630,14-Jan-2025,"$8,893.81",ACH Debit,Vendor Payment
TXN0002056,526-676-8367,04/04/2025,"$13,602.23",ACH Credit,PAYROLL DEPOSIT
TXN0002044,382-252-2596,02/05/2025,"$2,835.59",ACH Credit,PAYROLL DEPOSIT
TXN0001609,705-956-5734,18-Jan-2025,"($31,298.81)",ACH Debit,Vendor Payment
TXN0005781,795-877-6864,31-Jan-2025,"$5,651.25",Internal Transfer,Account Transfer
TXN0001305,389-372-4714,20-May-2025,"($6,591.97)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001111,702-740-6240,04/30/2025,"($8,601.88)",Wire Transfer,Incoming Wire
TXN0002888,481-406-7991,06/07/2025,"($20,510.99)",ACH Debit,Vendor Payment
 TXN0004773,406-979-9545,04/26/2025,"$11,555.57",Check Deposit,Check Deposit
TXN0003802,590-069-5170,03/16/2025,"($24,314.77)",Wire Transfer,Incoming Wire
TXN0004793, 699-755-3897 ,02/12/2025,"$21,636.99",Wire Transfer,Outgoing Wire
txn0003810, 427-417-4707 ,01/26/2025,"($21,282.19)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001927,750-517-4480,06/23/2025,"($12,768.24)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001481,476-194-5450,04/26/2025,"($41,516.71)",Wire Transfer,Incoming Wire
TXN0003822,414-217-8197,22-May-2025,"($36,061.24)",Debit Card,POS Purchase
TXN0002336,350-100-4772,02/01/2025,"($39,171.17)",Wire Transfer,OUTGOING WIRE
TXN0004377,436-062-0364,04/15/2025,"($32,984.04)",Wire Transfer,Outgoing Wire
TXN0000084,551-815-7050,20-Mar-2025,"($10,780.66)",ACH Debit,Vendor Payment
TXN0004996,501-827-8489,06/10/2025,"$6,802.96",Check Deposit,Check Deposit
TXN0002355,257-772-9511,16-May-2025,"$21,890.64",ACH Credit,Payroll Deposit
TXN0002197,288-825-1860,07-Jan-2025,"($42,882.87)",Wire Transfer,Incoming Wire
TXN0002816,693-598-9504,06/18/2025,"($44,050.89)",Wire Transfer,Outgoing Wire
 txn0000410,839-908-5098,12-Jun-2025,"($42,879.10)",ATM Withdrawal,ATM Cash Withdrawal
txn0000673,260-963-4727,01/17/2025,"($5,428.14)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000747,692-192-7334,05/27/2025,"($9,647.63)",Debit Card,POS Purchase
 TXN0002441,905-887-2661,04/15/2025,"($24,264.99)",Debit Card,POS Purchase
TXN0003260,466-308-9997,02/13/2025,"$37,625.27",Internal Transfer,ACCOUNT TRANSFER
 TXN0000995,274-236-0047,15-Mar-2025,"($19,291.78)",Debit Card,POS Purchase
TXN0005740,372-801-7422,06/11/2025,"($35,321.54)",ACH Debit,Vendor Payment
FEE00109, 796-312-2163 ,06/24/2025,($25.43),Service Charge,Monthly Maintenance Fee
TXN0005846,720-236-1827,09-Jun-2025,"($5,435.20)",Debit Card,POS Purchase
TXN0004460,530-778-8869,06-Jun-2025,"($29,384.91)",ATM Withdrawal,ATM Cash Withdrawal
txn0005913,340-117-5678,23-Feb-2025,"($34,346.73)",Wire Transfer,Outgoing Wire
TXN0004149,665-137-4545,06/19/2025,"($28,608.62)",Debit Card,POS Purchase
TXN0001833,870-829-7741,05/09/2025,"($37,937.63)",Wire Transfer,INCOMING WIRE
TXN0005512,806-358-4620,23-Apr-2025,"($11,277.86)",Wire Transfer,Incoming Wire
 TXN0003953, 714-174-0969 ,05/26/2025,"($38,648.36)",Wire Transfer,OUTGOING WIRE
fee00069,961-570-2088,01/21/2025,($31.59),Service Charge,NSF Fee
TXN0001960,441-571-3821,04/08/2025,"($37,148.81)",Wire Transfer,Incoming Wire
TXN0002400,732-071-1941,06/07/2025,"$34,608.80",ACH Credit,Payroll Deposit
 TXN0000110,220-179-0276,02/12/2025,"($21,398.12)",Wire Transfer,OUTGOING WIRE
FEE00120,489-916-3138,06-Jun-2025,($57.58),Service Charge,Wire Fee
TXN0001775,654-081-4548,01/31/2025,"($44,543.31)",Wire Transfer,OUTGOING WIRE
TXN0001202, 243-924-8514 ,02-Jun-2025,"($7,092.87)",ACH Debit,Vendor Payment
TXN0000161,968-590-5842,05/03/2025,($275.92),Wire Transfer,INCOMING WIRE
TXN0000914,321-456-9021,03-Feb-2025,"($2,170.83)",Wire Transfer,INCOMING WIRE
txn0003801,170-480-8597,01/09/2025,"($24,573.84)",Internal Transfer,ACCOUNT TRANSFER
TXN0004430,835-477-3698,05/19/2025,"($13,975.28)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005020,598-938-5887,06-Apr-2025,"$20,513.85",Check Deposit,Check Deposit
 TXN0001352,554-198-6822,01-Jun-2025,"$19,870.66",Check Deposit,CHECK DEPOSIT
TXN0002275, 891-042-2169 ,02/22/2025,"$26,636.92",ACH Credit,Payroll Deposit
TXN0004171,385-248-8310,06/13/2025,"($7,942.30)",Wire Transfer,Incoming Wire
FEE00021,397-905-1239,01/25/2025,($51.30),Service Charge,NSF Fee
TXN0002172, 164-259-0482 ,19-Apr-2025,"$27,708.83",ACH Credit,Payroll Deposit
TXN0005369,583-915-9861,06/02/2025,"($15,944.11)",Wire Transfer,Outgoing Wire
txn0000688,827-274-2503,14-May-2025,"($3,030.06)",Debit Card,POS PURCHASE
TXN0000201,670-157-8071,20-Mar-2025,"($43,142.01)",ACH Debit,Vendor Payment
TXN0000630,647-443-2798,08-Jun-2025,"($10,168.28)",ACH Debit,Vendor Payment
TXN0005003,586-882-4060,05-Mar-2025,"($34,649.62)",Wire Transfer,INCOMING WIRE
TXN0003023,515-566-3724,01/07/2025,"($25,839.48)",Wire Transfer,Outgoing Wire
TXN0004499,468-810-4255,30-Jun-2025,"($24,245.47)",ACH Debit,Vendor Payment
FEE00102,810-490-5961,01/11/2025,($73.60),Service Charge,Monthly Maintenance Fee
TXN0002227,374-214-7781,02/11/2025,"($9,052.90)",Wire Transfer,Incoming Wire
TXN0003385,373-454-6317,03-Apr-2025,"$38,483.38",Check Deposit,Check Deposit
txn0002648,459-184-8244,04/28/2025,"($38,234.00)",Debit Card,POS Purchase
txn0005028,557-345-5690,05-May-2025,"$3,947.01",Check Deposit,Check Deposit
TXN0003502,505-529-5126,03/02/2025,"($25,505.69)",ATM Withdrawal,ATM Cash Withdrawal
txn0003177,414-933-6726,12-Jan-2025,"$28,761.85",ACH Credit,Payroll Deposit
TXN0002432,999-064-6016,03/24/2025,"($24,895.88)",Wire Transfer,INCOMING WIRE
TXN0003405,325-603-5335,28-Jan-2025,"($9,667.08)",Wire Transfer,Outgoing Wire
TXN0000848,844-930-4714,26-May-2025,"$6,444.79",Check Deposit,Check Deposit
TXN0000009,294-651-3985,02/16/2025,"($38,996.99)",Internal Transfer,Account Transfer
TXN0001167,901-519-2775,20-May-2025,"($28,418.09)",Internal Transfer,ACCOUNT TRANSFER
TXN0000372,525-219-4118,03/19/2025,"$23,541.75",Internal Transfer,Account Transfer
TXN0003625, 524-058-3478 ,04/23/2025,"$15,123.95",ACH Credit,Payroll Deposit
TXN0004113,792-017-9714,06/13/2025,"$17,567.70",Check Deposit,Check Deposit
TXN0002080,427-560-2551,05/13/2025,"($21,503.02)",Wire Transfer,Incoming Wire
TXN0003497,693-314-0625,05/07/2025,"($32,610.23)",Debit Card,POS PURCHASE
TXN0002416,188-301-3966,17-Jun-2025,"($1,089.07)",Wire Transfer,Incoming Wire
TXN0001233,500-612-7203,05/18/2025,"$43,614.45",ACH Credit,Payroll Deposit
txn0003082,108-180-4837,12-Apr-2025,"($25,281.87)",Debit Card,POS Purchase
TXN0000716,310-751-0397,02/22/2025,"($29,192.71)",Wire Transfer,Incoming Wire
txn0003336,172-599-5306,18-Jan-2025,"$7,273.04",Internal Transfer,ACCOUNT TRANSFER
TXN0002502, 230-467-5596 ,22-May-2025,"($24,327.34)",Wire Transfer,Outgoing Wire
txn0005629,661-414-7247,07-Feb-2025,"($43,107.69)",Debit Card,POS Purchase
TXN0000662,224-064-4505,04/24/2025,"($3,298.22)",Wire Transfer,Incoming Wire
TXN0001793,795-393-3157,05/09/2025,"$20,447.14",Check Deposit,CHECK DEPOSIT
TXN0002974,256-594-3210,02/09/2025,"($1,469.96)",Wire Transfer,OUTGOING WIRE
TXN0004260,520-517-2696,04-Feb-2025,"($42,080.84)",Debit Card,POS Purchase
TXN0003838, 552-939-7698 ,05/03/2025,"($7,465.43)",Wire Transfer,Incoming Wire
TXN0004898,186-265-1208,24-Apr-2025,"$14,311.30",Internal Transfer,ACCOUNT TRANSFER
 TXN0000514, 869-938-6294 ,02/23/2025,"($9,491.22)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003947,460-803-6436,05/06/2025,"$30,590.56",Check Deposit,CHECK DEPOSIT
TXN0000798,895-742-7405,16-Apr-2025,"$38,822.08",Debit Card,POS Purchase
TXN0002883,749-177-2739,02/22/2025,"($21,812.81)",Debit Card,POS Purchase
TXN0001338,730-830-3712,02/14/2025,"($26,497.84)",Wire Transfer,Incoming Wire
TXN0005324,230-343-5382,05/02/2025,"$16,220.54",Debit Card,POS Purchase
TXN0005591,446-707-8952,01/27/2025,"($2,146.86)",Wire Transfer,Outgoing Wire
txn0005953,465-563-6924,02/23/2025,"($22,978.90)",ACH Debit,Vendor Payment
TXN0004395,997-046-4701,04/23/2025,"($12,519.14)",ACH Debit,Vendor Payment
txn0003040,279-475-2604,26-Apr-2025,"$37,462.70",Check Deposit,Check Deposit
 TXN0000676,391-093-8509,05-Apr-2025,"($20,343.20)",Wire Transfer,Incoming Wire
 TXN0000166,592-990-9663,01-Mar-2025,"($31,391.67)",ATM Withdrawal,ATM CASH WITHDRAWAL
FEE00114,241-858-8553,06/24/2025,($48.34),Service Charge,Overdraft Fee
TXN0003460,400-138-3956,05/28/2025,"($18,770.17)",Wire Transfer,Outgoing Wire
TXN0004690,315-445-5573,26-Feb-2025,"($6,348.63)",ACH Debit,Vendor Payment
TXN0001158,794-477-2414,18-Jan-2025,"($28,557.74)",Wire Transfer,Incoming Wire
TXN0004323,478-268-4670,01/05/2025,"$26,725.19",Wire Transfer,Outgoing Wire
TXN0002133,695-574-9607,04/01/2025,"$21,522.71",ACH Credit,Payroll Deposit
TXN0001763,643-985-3472,02/15/2025,"($8,153.64)",Internal Transfer,Account Transfer
TXN0005701, 666-345-1835 ,06/22/2025,"($33,019.92)",ACH Debit,VENDOR PAYMENT
TXN0001649,129-744-9065,01/04/2025,"$36,924.93",ACH Credit,Payroll Deposit
TXN0004820,270-495-2612,12-Apr-2025,"($27,696.82)",Debit Card,POS PURCHASE
TXN0002167,227-350-6327,02-Mar-2025,"$20,870.20",Check Deposit,Check Deposit
TXN0004867, 904-316-9774 ,16-Jun-2025,"$19,084.31",ACH Credit,Payroll Deposit
TXN0001787,575-691-4706,16-Jun-2025,($774.00),Wire Transfer,OUTGOING WIRE
TXN0001176,322-693-7179,03/12/2025,"$1,265.37",Check Deposit,Check Deposit
txn0004966,635-822-2952,06-Feb-2025,"($31,578.42)",ACH Debit,Vendor Payment
TXN0000018,633-213-1908,04/23/2025,"($8,952.80)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003080,924-199-6776,06/27/2025,"$44,944.29",ACH Credit,Payroll Deposit
TXN0001159,328-616-6863,20-May-2025,"($18,764.76)",Internal Transfer,ACCOUNT TRANSFER
TXN0000621,699-254-4566,01/17/2025,"($8,451.13)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001468,135-383-4507,04/07/2025,"($8,525.72)",Internal Transfer,ACCOUNT TRANSFER
TXN0003726,783-662-4352,06/20/2025,"($43,794.78)",Internal Transfer,Account Transfer
TXN0000443,400-012-0562,01/21/2025,"$13,122.46",Internal Transfer,Account Transfer
TXN0000346, 782-076-1919 ,27-May-2025,"$32,518.28",Internal Transfer,Account Transfer
TXN0000965,772-758-3342,11-Apr-2025,"($4,506.09)",Wire Transfer,INCOMING WIRE
TXN0005243,665-820-1507,06-Jan-2025,$615.71,ACH Credit,PAYROLL DEPOSIT
TXN0000120,951-864-3664,11-Feb-2025,"($37,399.32)",Wire Transfer,Outgoing Wire
TXN0005459,476-633-3574,22-Jun-2025,"$35,456.04",Internal Transfer,ACCOUNT TRANSFER
TXN0003957,355-916-8643,02/27/2025,"$33,746.40",ACH Credit,Payroll Deposit
TXN0002618,230-775-4281,03/18/2025,"($2,266.99)",Wire Transfer,Outgoing Wire
TXN0003180,547-402-2286,03/22/2025,"$9,702.62",ACH Credit,PAYROLL DEPOSIT
TXN0002821,397-881-5518,01/20/2025,"($20,767.78)",Debit Card,POS PURCHASE
TXN0001360,981-735-5373,04/10/2025,"$22,560.49",Check Deposit,Check Deposit
TXN0001146,671-016-2640,01-Jun-2025,"($32,376.44)",Debit Card,POS Purchase
 TXN0002707,278-216-0504,07-Jan-2025,"($12,795.89)",Wire Transfer,OUTGOING WIRE
TXN0003303,288-243-4387,02/23/2025,"($14,418.63)",Wire Transfer,INCOMING WIRE
TXN0002340,763-438-8347,08-Mar-2025,"($23,000.79)",ATM Withdrawal,ATM Cash Withdrawal
 txn0000748, 809-314-9764 ,01/09/2025,"($9,277.35)",Wire Transfer,OUTGOING WIRE
TXN0003571,690-892-7687,28-Apr-2025,"($34,458.38)",Wire Transfer,Outgoing Wire
